post_id,fecha_id,fecha,plataforma,tipo_contenido,formato,es_dia_partido,jornada,jornada_etiqueta,resultado,rival,condicion,alcance,impresiones,likes,comentarios,compartidos,guardados,interacciones,comentarios_positivos,comentarios_negativos,comentarios_neutros,atipico
P00180,20240905,2024-09-05,Facebook,Previa,Vídeo corto,0,,,,,,21957.0,30622.0,236.0,15,11,20.0,282.0,8,4,3,False
P00181,20240906,2024-09-06,Instagram,Entrenamiento,Imagen,0,,,,,,13839.0,20145.0,345.0,32,30,29.0,436.0,15,7,10,False
P00182,20240906,2024-09-06,Instagram,Efeméride,Imagen,0,,,,,,9634.0,15424.0,416.0,30,33,7.0,486.0,15,9,6,False
P00183,20240906,2024-09-06,X,Cantera,Texto,0,,,,,,18516.0,21083.0,144.0,11,15,0.0,170.0,5,3,3,False
P00184,20240906,2024-09-06,YouTube,Patrocinador,Vídeo corto,0,,,,,,4187.0,4945.0,69.0,4,4,5.0,82.0,2,0,2,False
P00185,20240906,2024-09-06,YouTube,Resumen,Vídeo corto,0,,,,,,4790.0,5506.0,461.0,27,46,4.0,538.0,14,7,6,True
P00186,20240907,2024-09-07,Instagram,Efeméride,Imagen,1,4.0,J04,Derrota,CF Duero,Visitante,37175.0,55914.0,922.0,49,57,134.0,1162.0,16,12,21,False
P00187,20240907,2024-09-07,Instagram,Resumen,Vídeo corto,1,4.0,J04,Derrota,CF Duero,Visitante,28048.0,31768.0,1925.0,174,124,60.0,2283.0,81,34,59,False
P00188,20240907,2024-09-07,Instagram,Previa,Imagen,1,4.0,J04,Derrota,CF Duero,Visitante,28899.0,44512.0,1231.0,109,96,80.0,1516.0,47,25,37,False
P00189,20240907,2024-09-07,Instagram,Previa,Carrusel,1,4.0,J04,Derrota,CF Duero,Visitante,23624.0,37914.0,789.0,74,66,76.0,1005.0,23,26,25,False
P00190,20240907,2024-09-07,Facebook,Afición,Carrusel,1,4.0,J04,Derrota,CF Duero,Visitante,22756.0,37500.0,406.0,31,31,26.0,494.0,8,8,15,False
P00191,20240907,2024-09-07,Facebook,Directo,Vídeo corto,1,4.0,J04,Derrota,CF Duero,Visitante,30437.0,35563.0,621.0,33,57,17.0,728.0,12,9,12,False
P00192,20240907,2024-09-07,Facebook,Directo,Imagen,1,4.0,J04,Derrota,CF Duero,Visitante,15989.0,21414.0,155.0,13,7,16.0,191.0,5,3,5,False
P00193,20240907,2024-09-07,Facebook,Institucional,Vídeo largo,1,4.0,J04,Derrota,CF Duero,Visitante,33794.0,44553.0,89.0,8,6,6.0,109.0,3,2,3,False
P00194,20240907,2024-09-07,TikTok,Directo,Vídeo corto,1,4.0,J04,Derrota,CF Duero,Visitante,6280.0,9217.0,515.0,32,49,68.5,664.5,9,9,14,False
P00195,20240907,2024-09-07,YouTube,Patrocinador,Vídeo corto,1,4.0,J04,Derrota,CF Duero,Visitante,4899.0,8031.0,54.0,3,5,1.0,63.0,1,0,2,False
P00196,20240907,2024-09-07,YouTube,Efeméride,Vídeo corto,1,4.0,J04,Derrota,CF Duero,Visitante,3150.0,4496.0,79.0,6,6,8.0,99.0,2,1,3,False
P00197,20240907,2024-09-07,YouTube,Resumen,Vídeo largo,1,4.0,J04,Derrota,CF Duero,Visitante,9295.0,13619.0,196.0,19,14,15.0,244.0,6,4,9,False
P00198,20240908,2024-09-08,Instagram,Institucional,Imagen,0,,,,,,36587.0,41812.0,714.0,41,57,59.0,871.0,22,8,11,False
P00199,20240908,2024-09-08,Instagram,Entrenamiento,Texto,0,,,,,,25758.0,36688.0,358.0,30,35,32.0,455.0,16,7,7,False
P00200,20240908,2024-09-08,Instagram,Afición,Imagen,0,,,,,,23821.0,31571.0,1171.0,91,108,108.0,1478.0,48,16,27,False
P00201,20240908,2024-09-08,X,Efeméride,Vídeo corto,0,,,,,,47306.0,65207.0,610.0,50,41,32.0,733.0,35,9,6,False
P00202,20240908,2024-09-08,X,Efeméride,Texto,0,,,,,,26042.0,37496.0,183.0,14,20,14.0,231.0,6,3,5,False
P00203,20240908,2024-09-08,X,Afición,Texto,0,,,,,,23890.0,34774.0,250.0,15,19,18.0,302.0,8,4,3,False
P00204,20240908,2024-09-08,X,Entrenamiento,Carrusel,0,,,,,,12636.0,20303.0,207.0,15,14,21.0,257.0,8,4,3,False
P00205,20240908,2024-09-08,Facebook,Entrenamiento,Vídeo largo,0,,,,,,8991.0,10890.0,91.0,7,6,3.0,107.0,3,2,2,False
P00206,20240909,2024-09-09,Instagram,Entrenamiento,Texto,0,,,,,,33131.0,45527.0,936.0,51,95,83.0,1165.0,26,10,15,False
P00207,20240909,2024-09-09,Instagram,Fichajes,Vídeo corto,0,,,,,,36481.0,46488.0,2148.0,106,186,159.0,2599.0,57,23,26,False
P00208,20240909,2024-09-09,Instagram,Institucional,Imagen,0,,,,,,11578.0,17520.0,289.0,18,26,35.0,368.0,9,5,4,False
P00209,20240909,2024-09-09,Instagram,Afición,Vídeo corto,0,,,,,,22825.0,37404.0,1264.0,119,90,80.0,1553.0,69,28,22,False
P00210,20240909,2024-09-09,X,Institucional,Vídeo corto,0,,,,,,18696.0,24790.0,95.0,5,6,5.0,111.0,2,0,3,False
P00211,20240909,2024-09-09,Facebook,Previa,Imagen,0,,,,,,16157.0,18387.0,253.0,18,14,37.0,322.0,11,3,4,False
P00212,20240909,2024-09-09,Facebook,Entrenamiento,Carrusel,0,,,,,,18586.0,29209.0,149.0,11,15,13.0,188.0,5,2,4,False
P00213,20240910,2024-09-10,Instagram,Afición,Carrusel,0,,,,,,19894.0,24527.0,710.0,60,47,35.0,852.0,30,18,12,False
P00214,20240910,2024-09-10,Instagram,Efeméride,Imagen,0,,,,,,15842.0,26109.0,728.0,68,43,51.0,890.0,29,20,19,False
P00215,20240910,2024-09-10,Facebook,Institucional,Carrusel,0,,,,,,10791.0,13896.0,53.0,3,3,8.0,67.0,1,0,2,False
P00216,20240910,2024-09-10,Facebook,Efeméride,Carrusel,0,,,,,,9561.0,14689.0,72.0,4,7,5.0,88.0,1,0,3,False
P00217,20240910,2024-09-10,YouTube,Patrocinador,Vídeo largo,0,,,,,,6726.0,8339.0,62.0,4,6,2.0,74.0,2,0,2,False
P00218,20240911,2024-09-11,Instagram,Cantera,Imagen,0,,,,,,30380.0,38465.0,775.0,53,83,69.0,980.0,23,14,16,False
P00219,20240911,2024-09-11,X,Entrenamiento,Texto,0,,,,,,21158.0,26849.0,152.0,14,15,11.0,192.0,7,3,4,False
P00220,20240911,2024-09-11,Facebook,Resumen,Imagen,0,,,,,,50340.0,74958.0,530.0,27,54,6.0,617.0,15,4,8,False
P00221,20240911,2024-09-11,Facebook,Afición,Carrusel,0,,,,,,9301.0,14300.0,91.0,6,4,17.0,118.0,3,1,2,False
P00222,20240911,2024-09-11,TikTok,Patrocinador,Vídeo corto,0,,,,,,5188.0,6415.0,192.0,12,16,23.0,243.0,6,3,3,False
P00223,20240911,2024-09-11,TikTok,Institucional,Vídeo corto,0,,,,,,7005.0,11443.0,274.0,24,17,7.0,322.0,13,5,6,False
P00224,20240911,2024-09-11,YouTube,Efeméride,Vídeo largo,0,,,,,,3693.0,4184.0,88.0,6,4,5.0,103.0,3,1,2,False
P00225,20240912,2024-09-12,Instagram,Cantera,Imagen,0,,,,,,17486.0,26108.0,279.0,19,16,39.0,353.0,10,4,5,False
P00226,20240912,2024-09-12,Instagram,Previa,Imagen,0,,,,,,28598.0,39097.0,1086.0,92,102,64.0,1344.0,60,13,19,False
P00227,20240912,2024-09-12,Instagram,Patrocinador,Imagen,0,,,,,,21534.0,32862.0,420.0,30,43,44.0,537.0,16,6,8,False
P00228,20240912,2024-09-12,X,Entrenamiento,Carrusel,0,,,,,,11235.0,14318.0,191.0,12,13,22.0,238.0,6,2,4,False
P00229,20240912,2024-09-12,Facebook,Directo,Imagen,0,,,,,,9681.0,12730.0,179.0,10,16,11.0,216.0,5,2,3,False
P00230,20240912,2024-09-12,Facebook,Fichajes,Vídeo corto,0,,,,,,6441.0,7842.0,125.0,12,7,16.0,160.0,6,3,3,False
P00231,20240912,2024-09-12,TikTok,Institucional,Vídeo corto,0,,,,,,6303.0,8943.0,377.0,19,33,26.0,455.0,9,4,6,False
P00232,20240912,2024-09-12,YouTube,Cantera,Vídeo largo,0,,,,,,5626.0,7738.0,69.0,6,4,8.0,87.0,2,1,3,False
P00233,20240912,2024-09-12,YouTube,Fichajes,Vídeo corto,0,,,,,,4411.0,6217.0,472.0,33,22,27.0,554.0,15,9,9,True
P00234,20240913,2024-09-13,Instagram,Efeméride,Vídeo corto,0,,,,,,14596.0,17197.0,606.0,38,36,44.0,724.0,21,8,9,False
P00235,20240913,2024-09-13,X,Entrenamiento,Texto,0,,,,,,10736.0,17075.0,87.0,8,7,9.0,111.0,3,2,3,False
P00236,20240913,2024-09-13,X,Entrenamiento,Carrusel,0,,,,,,15770.0,20429.0,226.0,21,13,8.0,268.0,11,5,5,False
P00237,20240913,2024-09-13,Facebook,Fichajes,Imagen,0,,,,,,13805.0,19670.0,233.0,16,13,24.0,286.0,8,3,5,False
P00238,20240913,2024-09-13,YouTube,Patrocinador,Vídeo corto,0,,,,,,4285.0,6033.0,44.0,3,3,3.0,53.0,1,0,2,False
P00239,20240914,2024-09-14,Instagram,Resumen,Imagen,1,5.0,J05,Derrota,CD Val de Oro,Local,35668.0,52303.0,1389.0,124,113,41.0,1667.0,39,34,51,False
P00240,20240914,2024-09-14,Instagram,Previa,Carrusel,1,5.0,J05,Derrota,CD Val de Oro,Local,47336.0,70628.0,1123.0,86,57,60.0,1326.0,28,23,35,False
P00241,20240914,2024-09-14,Instagram,Afición,Vídeo corto,1,5.0,J05,Derrota,CD Val de Oro,Local,21377.0,24584.0,1255.0,101,86,107.0,1549.0,35,30,36,False
P00242,20240914,2024-09-14,Instagram,Institucional,Vídeo largo,1,5.0,J05,Derrota,CD Val de Oro,Local,30692.0,50242.0,354.0,32,25,36.0,447.0,11,8,13,False
P00243,20240914,2024-09-14,Instagram,Directo,Vídeo corto,1,5.0,J05,Derrota,CD Val de Oro,Local,29070.0,39927.0,1758.0,150,104,96.0,2108.0,37,53,60,False
P00244,20240914,2024-09-14,X,Resumen,Vídeo corto,1,5.0,J05,Derrota,CD Val de Oro,Local,18197.0,21981.0,357.0,27,21,35.0,440.0,9,10,8,False
P00245,20240914,2024-09-14,X,Previa,Texto,1,5.0,J05,Derrota,CD Val de Oro,Local,26360.0,37134.0,169.0,11,18,11.0,209.0,3,4,4,False
P00246,20240914,2024-09-14,X,Directo,Carrusel,1,5.0,J05,Derrota,CD Val de Oro,Local,23171.0,29341.0,295.0,15,27,26.0,363.0,4,5,6,False
P00247,20240914,2024-09-14,X,Previa,Texto,1,5.0,J05,Derrota,CD Val de Oro,Local,47125.0,61483.0,296.0,21,14,16.0,347.0,5,7,9,False
P00248,20240914,2024-09-14,X,Patrocinador,Texto,1,5.0,J05,Derrota,CD Val de Oro,Local,14846.0,19754.0,35.0,2,3,1.0,41.0,0,0,2,False
P00249,20240914,2024-09-14,Facebook,Directo,Imagen,1,5.0,J05,Derrota,CD Val de Oro,Local,10575.0,15230.0,105.0,10,9,8.0,132.0,3,2,5,False
P00250,20240914,2024-09-14,Facebook,Efeméride,Carrusel,1,5.0,J05,Derrota,CD Val de Oro,Local,26699.0,31748.0,172.0,14,13,20.0,219.0,4,6,4,False
P00251,20240914,2024-09-14,Facebook,Previa,Texto,1,5.0,J05,Derrota,CD Val de Oro,Local,20806.0,26307.0,185.0,16,13,9.0,223.0,4,4,8,False
P00252,20240914,2024-09-14,TikTok,Efeméride,Vídeo corto,1,5.0,J05,Derrota,CD Val de Oro,Local,10653.0,14749.0,868.0,62,80,73.0,1083.0,24,23,15,False
P00253,20240914,2024-09-14,TikTok,Directo,Vídeo corto,1,5.0,J05,Derrota,CD Val de Oro,Local,8066.0,10272.0,608.0,45,30,67.0,750.0,9,16,20,False
P00254,20240914,2024-09-14,TikTok,Previa,Vídeo corto,1,5.0,J05,Derrota,CD Val de Oro,Local,6635.0,9654.0,515.0,32,46,31.0,624.0,15,8,9,False
P00255,20240914,2024-09-14,YouTube,Entrenamiento,Vídeo corto,1,5.0,J05,Derrota,CD Val de Oro,Local,17852.0,23944.0,391.0,22,37,32.0,482.0,4,6,12,False
P00256,20240914,2024-09-14,YouTube,Fichajes,Vídeo largo,1,5.0,J05,Derrota,CD Val de Oro,Local,2762.0,3975.0,66.0,5,5,1.0,77.0,1,1,3,False
P00257,20240915,2024-09-15,Instagram,Afición,Texto,0,,,,,,12944.0,14521.0,658.0,42,58,27.0,785.0,24,7,11,False
P00258,20240915,2024-09-15,Facebook,Cantera,Vídeo corto,0,,,,,,16861.0,23971.0,197.0,13,18,19.0,247.0,6,3,4,False
P00259,20240915,2024-09-15,Facebook,Entrenamiento,Vídeo corto,0,,,,,,7731.0,11755.0,69.0,5,5,3.0,82.0,3,1,1,False
P00260,20240915,2024-09-15,Facebook,Resumen,Imagen,0,,,,,,13993.0,21752.0,288.0,15,29,17.0,349.0,6,4,5,False
P00261,20240915,2024-09-15,Facebook,Afición,Carrusel,0,,,,,,7990.0,11394.0,115.0,8,8,6.0,137.0,4,1,3,False
P00262,20240915,2024-09-15,TikTok,Afición,Vídeo corto,0,,,,,,7888.0,10157.0,981.0,69,59,149.0,1258.0,32,21,16,False
P00263,20240915,2024-09-15,YouTube,Entrenamiento,Vídeo corto,0,,,,,,7740.0,12121.0,218.0,17,20,16.0,271.0,9,3,5,False
P00264,20240916,2024-09-16,Instagram,Institucional,Vídeo corto,0,,,,,,42715.0,54666.0,1781.0,164,132,11.0,2088.0,78,48,38,False
P00265,20240916,2024-09-16,Instagram,Resumen,Imagen,0,,,,,,12311.0,20072.0,639.0,58,34,20.0,751.0,33,15,10,False
P00266,20240916,2024-09-16,Instagram,Entrenamiento,Imagen,0,,,,,,37773.0,57889.0,1594.0,104,110,78.0,1886.0,46,35,23,False
P00267,20240916,2024-09-16,Instagram,Patrocinador,Vídeo corto,0,,,,,,41466.0,55115.0,862.0,70,42,83.0,1057.0,36,12,22,False
P00268,20240916,2024-09-16,X,Afición,Texto,0,,,,,,11560.0,17761.0,162.0,14,13,0.0,189.0,7,2,5,False
P00269,20240916,2024-09-16,Facebook,Fichajes,Vídeo corto,0,,,,,,12637.0,19114.0,319.0,18,18,21.0,376.0,10,3,5,False
P00270,20240916,2024-09-16,TikTok,Afición,Vídeo corto,0,,,,,,11242.0,16916.0,913.0,69,92,24.0,1098.0,43,11,15,False
P00271,20240916,2024-09-16,YouTube,Resumen,Vídeo corto,0,,,,,,3112.0,3889.0,198.0,14,15,16.0,243.0,7,3,4,False
P00272,20240916,2024-09-16,YouTube,Cantera,Vídeo largo,0,,,,,,3827.0,6184.0,42.0,2,2,4.0,50.0,1,0,1,False
P00273,20240917,2024-09-17,X,Fichajes,Imagen,0,,,,,,14728.0,20060.0,258.0,22,28,14.0,322.0,11,5,6,False
P00274,20240917,2024-09-17,Facebook,Cantera,Imagen,0,,,,,,17816.0,27626.0,110.0,9,9,2.0,130.0,4,2,3,False
P00275,20240917,2024-09-17,TikTok,Fichajes,Vídeo corto,0,,,,,,6047.0,7631.0,654.0,60,36,45.0,795.0,29,14,17,False
P00276,20240917,2024-09-17,TikTok,Patrocinador,Vídeo corto,0,,,,,,4137.0,6630.0,252.0,17,17,9.0,295.0,8,3,6,False
P00277,20240918,2024-09-18,Instagram,Entrenamiento,Carrusel,0,,,,,,16961.0,22439.0,864.0,57,80,94.0,1095.0,27,17,13,False
P00278,20240918,2024-09-18,X,Institucional,Texto,0,,,,,,33440.0,50451.0,137.0,8,7,22.0,174.0,4,2,2,False
P00279,20240918,2024-09-18,X,Entrenamiento,Imagen,0,,,,,,19624.0,27532.0,330.0,25,19,19.0,393.0,13,5,7,False
P00280,20240918,2024-09-18,X,Resumen,Texto,0,,,,,,20116.0,23222.0,161.0,10,16,10.0,197.0,5,2,3,False
P00281,20240918,2024-09-18,Facebook,Fichajes,Imagen,0,,,,,,19976.0,25138.0,348.0,27,23,32.0,430.0,16,6,5,False
P00282,20240918,2024-09-18,Facebook,Resumen,Carrusel,0,,,,,,26119.0,38287.0,284.0,22,16,36.0,358.0,13,3,6,False
P00283,20240918,2024-09-18,Facebook,Patrocinador,Carrusel,0,,,,,,6370.0,8952.0,21.0,1,1,4.0,27.0,0,0,1,False
P00284,20240918,2024-09-18,Facebook,Entrenamiento,Imagen,0,,,,,,18347.0,24182.0,172.0,8,12,12.0,204.0,3,2,3,False
P00285,20240918,2024-09-18,Facebook,Fichajes,Vídeo largo,0,,,,,,7416.0,10990.0,110.0,10,8,12.0,140.0,5,2,3,False
P00286,20240918,2024-09-18,Facebook,Afición,Imagen,0,,,,,,24829.0,36835.0,309.0,25,32,0.0,366.0,13,6,6,False
P00287,20240918,2024-09-18,YouTube,Directo,Vídeo largo,0,,,,,,3924.0,4439.0,118.0,6,6,12.0,142.0,3,1,2,False
P00288,20240919,2024-09-19,X,Directo,Texto,0,,,,,,22746.0,31130.0,189.0,14,11,10.0,224.0,7,2,5,False
P00289,20240919,2024-09-19,X,Directo,Imagen,0,,,,,,36593.0,46215.0,812.0,59,41,33.0,945.0,26,12,21,False
P00290,20240919,2024-09-19,Facebook,Fichajes,Vídeo corto,0,,,,,,13389.0,15051.0,240.0,16,14,17.0,287.0,9,4,3,False
P00291,20240919,2024-09-19,YouTube,Cantera,Vídeo largo,0,,,,,,3975.0,5541.0,56.0,3,6,7.0,72.0,1,0,2,False
P00292,20240920,2024-09-20,Instagram,Entrenamiento,Imagen,0,,,,,,18105.0,25164.0,870.0,76,48,92.0,1086.0,46,16,14,False
P00293,20240920,2024-09-20,Instagram,Entrenamiento,Carrusel,0,,,,,,21980.0,28983.0,920.0,50,53,64.0,1087.0,23,14,13,False
P00294,20240920,2024-09-20,Facebook,Entrenamiento,Vídeo corto,0,,,,,,6636.0,10421.0,100.0,6,11,11.0,128.0,3,1,2,False
P00295,20240921,2024-09-21,Instagram,Entrenamiento,Imagen,0,,,,,,15611.0,20384.0,550.0,40,57,7.0,654.0,21,11,8,False
P00296,20240922,2024-09-22,Instagram,Directo,Vídeo corto,0,,,,,,27816.0,44406.0,2132.0,110,194,120.0,2556.0,55,29,26,False
P00297,20240922,2024-09-22,X,Efeméride,Imagen,0,,,,,,23936.0,37886.0,402.0,20,37,35.0,494.0,10,5,5,False
P00298,20240922,2024-09-22,TikTok,Patrocinador,Vídeo corto,0,,,,,,6519.0,8052.0,222.0,13,11,38.0,284.0,7,2,4,False
P00299,20240923,2024-09-23,Instagram,Fichajes,Imagen,0,,,,,,32041.0,48288.0,2036.0,155,207,107.0,2505.0,68,39,48,False
P00300,20240923,2024-09-23,Instagram,Afición,Texto,0,,,,,,17033.0,26364.0,393.0,23,34,54.0,504.0,15,4,4,False
P00301,20240923,2024-09-23,Facebook,Cantera,Imagen,0,,,,,,17733.0,28947.0,113.0,9,8,9.0,139.0,4,2,3,False
P00302,20240923,2024-09-23,TikTok,Entrenamiento,Vídeo corto,0,,,,,,5785.0,7068.0,670.0,39,43,95.0,847.0,19,12,8,False
P00303,20240923,2024-09-23,TikTok,Cantera,Vídeo corto,0,,,,,,7071.0,9501.0,541.0,27,40,28.0,636.0,14,5,8,False
P00304,20240923,2024-09-23,YouTube,Previa,Vídeo largo,0,,,,,,3391.0,5502.0,62.0,3,5,5.0,75.0,1,0,2,False
P00305,20240923,2024-09-23,YouTube,Efeméride,Vídeo largo,0,,,,,,9909.0,14524.0,306.0,14,17,25.0,362.0,7,2,5,False
P00306,20240923,2024-09-23,YouTube,Patrocinador,Vídeo corto,0,,,,,,3891.0,4454.0,61.0,3,4,9.0,77.0,1,0,2,False
P00307,20240924,2024-09-24,Facebook,Institucional,Carrusel,0,,,,,,22475.0,36377.0,130.0,7,8,8.0,153.0,3,1,3,False
P00308,20240925,2024-09-25,Instagram,Patrocinador,Texto,0,,,,,,20695.0,32757.0,324.0,20,21,50.0,415.0,10,5,5,False
P00309,20240925,2024-09-25,X,Cantera,Imagen,0,,,,,,18676.0,21884.0,172.0,14,13,2.0,201.0,8,3,3,False
P00310,20240925,2024-09-25,X,Resumen,Vídeo largo,0,,,,,,20225.0,22700.0,273.0,26,27,21.0,347.0,15,6,5,False
P00311,20240925,2024-09-25,Facebook,Fichajes,Vídeo corto,0,,,,,,25182.0,36057.0,443.0,31,39,49.0,562.0,16,5,10,False
P00312,20240925,2024-09-25,Facebook,Efeméride,Imagen,0,,,,,,39182.0,45889.0,336.0,21,15,27.0,399.0,13,3,5,False
P00313,20240925,2024-09-25,Facebook,Patrocinador,Imagen,0,,,,,,11062.0,13887.0,66.0,4,6,5.0,81.0,1,0,3,False
P00314,20240925,2024-09-25,Facebook,Efeméride,Carrusel,0,,,,,,6693.0,7930.0,67.0,3,5,4.0,79.0,1,0,2,False
P00315,20240925,2024-09-25,Facebook,Resumen,Vídeo corto,0,,,,,,20701.0,25364.0,492.0,44,24,32.0,592.0,21,12,11,False
P00316,20240925,2024-09-25,Facebook,Entrenamiento,Vídeo largo,0,,,,,,9474.0,12802.0,89.0,4,4,11.0,108.0,1,1,2,False
P00317,20240925,2024-09-25,TikTok,Resumen,Vídeo corto,0,,,,,,21508.0,32661.0,2846.0,181,157,297.0,3481.0,83,51,47,False
P00318,20240925,2024-09-25,TikTok,Institucional,Vídeo corto,0,,,,,,7580.0,11071.0,390.0,20,24,35.0,469.0,11,3,6,False
P00319,20240926,2024-09-26,Instagram,Patrocinador,Imagen,0,,,,,,14471.0,21966.0,152.0,13,7,18.0,190.0,7,2,4,False
P00320,20240926,2024-09-26,Facebook,Resumen,Vídeo corto,0,,,,,,27808.0,32236.0,477.0,27,46,16.0,566.0,14,4,9,False
P00321,20240926,2024-09-26,TikTok,Fichajes,Vídeo corto,0,,,,,,7402.0,8668.0,920.0,52,91,78.0,1141.0,24,11,17,False
P00322,20240927,2024-09-27,YouTube,Resumen,Vídeo corto,0,,,,,,7054.0,10323.0,426.0,21,45,23.0,515.0,10,5,6,False
P00323,20240928,2024-09-28,Instagram,Resumen,Carrusel,1,6.0,J06,Empate,SD Puente Nuevo,Visitante,24181.0,37672.0,1937.0,115,134,145.0,2331.0,55,31,29,False
P00324,20240928,2024-09-28,Instagram,Directo,Vídeo largo,1,6.0,J06,Empate,SD Puente Nuevo,Visitante,34689.0,52667.0,2825.0,259,265,84.0,3433.0,126,81,52,False
P00325,20240928,2024-09-28,Instagram,Directo,Carrusel,1,6.0,J06,Empate,SD Puente Nuevo,Visitante,16963.0,22726.0,971.0,61,75,51.0,1158.0,31,14,16,False
P00326,20240928,2024-09-28,X,Resumen,Imagen,1,6.0,J06,Empate,SD Puente Nuevo,Visitante,14641.0,17365.0,331.0,30,33,11.0,405.0,15,6,9,False
P00327,20240928,2024-09-28,X,Fichajes,Imagen,1,6.0,J06,Empate,SD Puente Nuevo,Visitante,18453.0,27650.0,364.0,18,36,39.0,457.0,8,5,5,False
P00328,20240928,2024-09-28,Facebook,Previa,Imagen,1,6.0,J06,Empate,SD Puente Nuevo,Visitante,15834.0,19355.0,146.0,7,9,9.0,171.0,3,2,2,False
P00329,20240928,2024-09-28,Facebook,Afición,Imagen,1,6.0,J06,Empate,SD Puente Nuevo,Visitante,18411.0,25159.0,248.0,13,22,17.0,300.0,6,3,4,False
P00330,20240928,2024-09-28,TikTok,Afición,Vídeo corto,1,6.0,J06,Empate,SD Puente Nuevo,Visitante,11993.0,18963.0,537.0,44,45,29.0,655.0,21,9,14,False
P00331,20240928,2024-09-28,TikTok,Resumen,Vídeo corto,1,6.0,J06,Empate,SD Puente Nuevo,Visitante,7599.0,8870.0,1297.0,119,114,62.0,1592.0,59,36,24,False
P00332,20240929,2024-09-29,Instagram,Patrocinador,Imagen,0,,,,,,23113.0,34001.0,279.0,19,22,20.0,340.0,9,4,6,False
P00333,20240929,2024-09-29,Instagram,Efeméride,Imagen,0,,,,,,21270.0,32509.0,602.0,42,61,11.0,716.0,22,7,13,False
P00334,20240929,2024-09-29,Instagram,Resumen,Vídeo corto,0,,,,,,16033.0,26207.0,1683.0,105,85,117.0,1990.0,62,20,23,False
P00335,20240929,2024-09-29,X,Patrocinador,Imagen,0,,,,,,22164.0,31340.0,89.0,4,7,10.0,110.0,1,1,2,False
P00336,20240929,2024-09-29,Facebook,Entrenamiento,Imagen,0,,,,,,14573.0,16969.0,135.0,7,14,15.0,171.0,3,1,3,False
P00337,20240929,2024-09-29,TikTok,Resumen,Vídeo corto,0,,,,,,5123.0,7067.0,500.0,37,49,16.0,602.0,22,8,7,False
P00338,20240929,2024-09-29,YouTube,Entrenamiento,Vídeo largo,0,,,,,,3886.0,4935.0,74.0,4,3,13.0,94.0,2,0,2,False
P00339,20240929,2024-09-29,YouTube,Resumen,Vídeo largo,0,,,,,,1309.0,2043.0,36.0,1,1,8.0,46.0,0,0,1,False
P00340,20240930,2024-09-30,Instagram,Institucional,Imagen,0,,,,,,58893.0,79015.0,1382.0,126,102,102.0,1712.0,74,23,29,False
P00341,20240930,2024-09-30,Facebook,Institucional,Carrusel,0,,,,,,10660.0,15591.0,50.0,4,4,1.0,59.0,2,0,2,False
P00342,20240930,2024-09-30,Facebook,Cantera,Imagen,0,,,,,,15726.0,20128.0,166.0,11,16,9.0,202.0,5,2,4,False
P00343,20240930,2024-09-30,Facebook,Afición,Imagen,0,,,,,,13782.0,19407.0,169.0,16,15,12.0,212.0,8,3,5,False
P00344,20241001,2024-10-01,Instagram,Previa,Vídeo corto,0,,,,,,35930.0,56378.0,2183.0,140,170,277.0,2770.0,55,38,47,False
P00345,20241001,2024-10-01,Instagram,Fichajes,Texto,0,,,,,,21320.0,30067.0,1052.0,101,85,90.0,1328.0,51,24,26,False
P00346,20241001,2024-10-01,Instagram,Cantera,Vídeo corto,0,,,,,,21974.0,27813.0,880.0,50,98,88.0,1116.0,25,10,15,False
P00347,20241001,2024-10-01,X,Previa,Texto,0,,,,,,10547.0,13133.0,73.0,5,5,4.0,87.0,2,1,2,False
P00348,20241001,2024-10-01,Facebook,Institucional,Imagen,0,,,,,,7799.0,11984.0,28.0,1,2,3.0,34.0,0,0,1,False
P00349,20241001,2024-10-01,Facebook,Institucional,Vídeo corto,0,,,,,,12483.0,16291.0,107.0,8,9,5.0,129.0,4,1,3,False
P00350,20241002,2024-10-02,Instagram,Previa,Imagen,0,,,,,,25620.0,39486.0,693.0,40,48,60.0,841.0,22,7,11,False
P00351,20241002,2024-10-02,Facebook,Patrocinador,Vídeo corto,0,,,,,,19216.0,25031.0,121.0,7,8,14.0,150.0,4,1,2,False
P00352,20241002,2024-10-02,Facebook,Entrenamiento,Vídeo corto,0,,,,,,10956.0,17624.0,93.0,6,7,7.0,113.0,2,1,3,False
P00353,20241003,2024-10-03,Instagram,Patrocinador,Carrusel,0,,,,,,19101.0,26884.0,598.0,34,51,46.0,729.0,12,10,12,False
P00354,20241003,2024-10-03,Instagram,Institucional,Imagen,0,,,,,,44121.0,61148.0,723.0,51,37,55.0,866.0,29,12,10,False
P00355,20241003,2024-10-03,X,Entrenamiento,Imagen,0,,,,,,36319.0,47108.0,524.0,35,41,38.0,638.0,19,10,6,False
P00356,20241003,2024-10-03,TikTok,Resumen,Vídeo corto,0,,,,,,12265.0,19759.0,1107.0,60,85,44.0,1296.0,26,19,15,False
P00357,20241003,2024-10-03,TikTok,Directo,Vídeo corto,0,,,,,,10815.0,16724.0,1458.0,79,143,96.0,1776.0,35,20,24,False
P00358,20241003,2024-10-03,TikTok,Resumen,Vídeo corto,0,,,,,,5823.0,8712.0,791.0,78,78,38.0,985.0,42,13,23,False
P00359,20241003,2024-10-03,TikTok,Cantera,Vídeo corto,0,,,,,,4261.0,5539.0,337.0,27,26,7.0,397.0,15,4,8,False
