post_id,fecha,plataforma,tipo_contenido,formato,es_dia_partido,alcance,impresiones,likes,comentarios,compartidos,guardados,comentarios_positivos,comentarios_negativos
P01038,2025-01-15,Instagram,Entrenamiento,Imagen,0,20269.0,26188.0,533,42,37,40.0,18,9
P01039,2025-01-15,Instagram,Efeméride,Imagen,0,8476.0,10437.0,516,34,50,26.0,19,9
P01040,2025-01-15,Facebook,Afición,Imagen,0,23869.0,29735.0,278,16,21,16.0,10,2
P01041,2025-01-15,Facebook,Entrenamiento,Imagen,0,11955.0,17866.0,109,10,8,9.0,5,2
P01042,2025-01-15,Facebook,Directo,Texto,0,10674.0,17482.0,183,10,13,19.0,4,2
P01043,2025-01-15,YouTube,Fichajes,Vídeo largo,0,7098.0,8073.0,231,20,22,10.0,9,6
P01044,2025-01-16,X,Directo,Imagen,0,31521.0,39287.0,726,44,72,24.0,25,9
P01045,2025-01-16,X,Institucional,Texto,0,39482.0,46775.0,187,10,12,27.0,5,1
P01046,2025-01-16,X,Patrocinador,Vídeo largo,0,15136.0,24421.0,127,8,12,11.0,4,1
P01047,2025-01-16,Facebook,Previa,Imagen,0,22345.0,28054.0,250,21,24,10.0,13,4
P01048,2025-01-16,Facebook,Resumen,Vídeo corto,0,11961.0,16508.0,252,18,14,34.0,9,3
P01049,2025-01-16,YouTube,Entrenamiento,Vídeo largo,0,7395.0,12102.0,156,9,12,13.0,4,1
P01050,2025-01-17,Instagram,Previa,Imagen,0,21680.0,30062.0,1355,112,131,,59,25
P01051,2025-01-17,Instagram,Entrenamiento,Carrusel,0,31973.0,47552.0,974,63,98,22.0,33,13
P01052,2025-01-17,X,Previa,Imagen,0,25889.0,30678.0,357,27,36,19.0,14,5
P01053,2025-01-17,X,Previa,Imagen,0,23077.0,27837.0,342,16,27,15.0,9,4
P01054,2025-01-17,X,Resumen,Imagen,0,35379.0,49917.0,491,48,34,49.0,22,12
P01055,2025-01-17,TikTok,Cantera,Vídeo corto,0,11405.0,18597.0,760,49,61,49.0,23,14
P01056,2025-01-18,Instagram,Resumen,Vídeo corto,1,21365.0,26729.0,2832,230,284,46.0,144,36
P01057,2025-01-18,Instagram,Previa,Imagen,1,44644.0,60953.0,2011,192,147,158.0,123,28
P01058,2025-01-18,Instagram,Resumen,Imagen,1,44727.0,61131.0,2323,125,227,158.0,80,28
P01059,2025-01-18,Instagram,Resumen,Vídeo largo,1,40448.0,52236.0,1101,61,111,,41,7
P01060,2025-01-18,Instagram,Afición,Vídeo corto,1,27001.0,40827.0,2562,174,167,276.0,103,40
P01061,2025-01-18,X,Directo,Vídeo corto,1,34097.0,39318.0,897,69,67,96.0,47,12
P01062,2025-01-18,X,Cantera,Texto,1,34630.0,43190.0,217,16,11,34.0,10,2
P01063,2025-01-18,X,Directo,Texto,1,12201.0,16368.0,247,16,22,19.0,9,2
P01064,2025-01-18,Facebook,Institucional,Vídeo corto,1,15148.0,22260.0,165,12,17,5.0,7,2
P01065,2025-01-18,Facebook,Resumen,Vídeo corto,1,33762.0,50068.0,1166,68,99,135.0,45,13
P01066,2025-01-18,FACEBOOK,Directo,Imagen,1,28832.0,45783.0,357,20,33,20.0,12,5
P01067,2025-01-18,TikTok,Fichajes,Vídeo corto,1,4013.0,6391.0,931,80,63,24.0,50,11
P01068,2025-01-18,TikTok,Patrocinador,Vídeo corto,1,29024.0,44848.0,1297,87,127,145.0,62,9
P01069,2025-01-18,TikTok,Patrocinador,Vídeo corto,1,4220.0,6067.0,220,15,18,21.0,10,1
P01070,2025-01-18,TikTok,Previa,Vídeo corto,1,13527.0,20908.0,1492,131,135,95.0,86,25
P01071,2025-01-18,YouTube,Resumen,Vídeo largo,1,7467.0,8980.0,477,45,30,27.0,28,9
P01072,2025-01-19,Instagram,Cantera,Imagen,0,,26392.0,391,23,24,51.0,12,6
P01073,2025-01-19,Facebook,Entrenamiento,Vídeo corto,0,13472.0,16415.0,157,10,9,8.0,5,2
P01074,2025-01-19,Facebook,Entrenamiento,Carrusel,0,23314.0,30240.0,267,14,23,31.0,8,2
P01075,2025-01-19,Facebook,Fichajes,Vídeo corto,0,15545.0,23126.0,415,40,24,25.0,20,11
P01076,2025-01-19,Facebook,Efeméride,Vídeo corto,0,18636.0,22480.0,258,14,25,11.0,8,3
P01077,2025-01-19,TikTok,Efeméride,Vídeo corto,0,7812.0,11376.0,784,43,49,91.0,24,9
P01078,2025-01-19,YouTube,Fichajes,Vídeo largo,0,4219.0,5691.0,158,14,11,3.0,6,3
P01079,2025-01-20,Instagram,Efeméride,Carrusel,0,27084.0,42723.0,762,41,54,78.0,18,12
P01080,2025-01-20,Instagram,Resumen,Carrusel,0,20044.0,24096.0,1137,80,102,23.0,43,13
P01081,2025-01-20,X,Patrocinador,Texto,0,22244.0,27361.0,103,9,10,6.0,5,1
P01082,2025-01-20,TikTok,Efeméride,Vídeo corto,0,26657.0,41081.0,1197,59,62,137.0,31,17
P01083,2025-01-20,TikTok,Directo,Vídeo corto,0,9787.0,14276.0,1359,75,142,66.0,36,18
P01084,2025-01-21,Instagram,Entrenamiento,Carrusel,0,22573.0,30079.0,1007,90,105,60.0,52,17
P01085,2025-01-21,Instagram,Resumen,Carrusel,0,30189.0,42320.0,1215,81,70,186.0,47,21
P01086,2025-01-21,Instagram,Entrenamiento,Vídeo corto,0,50314.0,81435.0,2989,165,185,231.0,87,42
P01087,2025-01-21,Instagram,Fichajes,Imagen,0,26351.0,33139.0,1252,96,102,27.0,49,26
P01088,2025-01-21,X,Entrenamiento,Vídeo largo,0,53689.0,72217.0,476,41,45,0.0,24,8
P01089,2025-01-21,X,Patrocinador,Texto,0,17435.0,21831.0,99,8,5,5.0,4,1
P01090,2025-01-21,X,Institucional,Texto,0,25994.0,35875.0,157,10,14,19.0,4,1
P01091,2025-01-21,X,Fichajes,Texto,0,20735.0,29989.0,278,21,20,20.0,11,3
P01092,2025-01-21,TikTok,Entrenamiento,Vídeo corto,0,10957.0,13907.0,775,70,59,64.0,38,12
P01093,2025-01-22,Instagram,Cantera,Carrusel,0,21721.0,24580.0,612,58,41,29.0,26,14
P01094,2025-01-22,X,Efeméride,Imagen,0,11680.0,17987.0,124,12,8,11.0,6,2
P01095,2025-01-22,Facebook,Efeméride,Vídeo corto,0,29618.0,36143.0,223,15,18,26.0,9,3
P01096,2025-01-22,Facebook,Cantera,Imagen,0,7213.0,11486.0,55,2,4,5.0,0,0
P01097,2025-01-23,X,Patrocinador,Vídeo corto,0,8164.0,10825.0,124,8,12,9.0,4,1
P01098,2025-01-23,X,Fichajes,Vídeo corto,0,20562.0,27257.0,893,72,57,25.0,38,15
P01099,2025-01-23,X,Entrenamiento,Vídeo corto,0,35077.0,49437.0,758,62,70,6.0,35,9
P01100,2025-01-23,Facebook,Patrocinador,Imagen,0,5800.0,9374.0,21,2,1,2.0,1,0
P01101,2025-01-23,YouTube,Directo,Vídeo corto,0,7060.0,10613.0,641,34,56,57.0,17,7
P01102,2025-01-24,Instagram,Patrocinador,Imagen,0,32970.0,51086.0,732,59,74,60.0,28,12
P01103,2025-01-24,Instagram,Fichajes,Imagen,0,8186.0,10400.0,592,35,41,68.0,18,6
P01104,2025-01-24,X,Efeméride,Texto,0,41412.0,60903.0,281,23,24,9.0,12,5
P01105,2025-01-24,X,Afición,Imagen,0,28432.0,34092.0,469,34,46,20.0,19,8
P01106,2025-01-24,Facebook,Resumen,Imagen,0,8547.0,11580.0,83,6,8,7.0,3,1
P01107,2025-01-24,Facebook,Entrenamiento,Carrusel,0,23932.0,31423.0,265,13,18,16.0,5,2
P01108,2025-01-24,YouTube,Patrocinador,Vídeo corto,0,6644.0,7548.0,196,14,10,18.0,7,2
P01109,2025-01-25,Instagram,Afición,Vídeo corto,1,59491.0,92851.0,2227,194,185,41.0,67,44
P01110,2025-01-25,Instagram,Patrocinador,Texto,1,67465.0,107887.0,560,45,28,33.0,18,9
P01111,2025-01-25,Instagram,Previa,Vídeo corto,1,32813.0,45050.0,3103,233,328,275.0,96,51
P01112,2025-01-25,Instagram,Entrenamiento,Carrusel,1,32653.0,44280.0,1024,74,53,133.0,34,20
P01113,2025-01-25,Instagram,Fichajes,Imagen,1,37863.0,61092.0,1952,141,170,177.0,36,40
P01114,2025-01-25,X,Previa,Imagen,1,19788.0,26141.0,157,13,14,17.0,4,3
P01115,2025-01-25,X,Resumen,Imagen,1,18754.0,23028.0,250,13,18,28.0,3,4
P01116,2025-01-25,X,Resumen,Imagen,1,32141.0,50041.0,486,36,49,5.0,11,10
P01117,2025-01-25,Facebook,Resumen,Vídeo corto,1,19079.0,29301.0,355,25,18,23.0,11,6
P01118,2025-01-25,Facebook,Previa,Vídeo corto,1,16834.0,21755.0,242,13,24,19.0,5,3
P01119,2025-01-25,Facebook,Directo,Carrusel,1,17469.0,21378.0,201,15,14,24.0,5,4
P01120,2025-01-25,TikTok,Afición,Vídeo corto,1,13818.0,16611.0,1469,114,157,79.0,42,33
P01121,2025-01-25,TikTok,Resumen,Vídeo corto,1,29535.0,36149.0,2994,260,303,241.0,74,115
P01122,2025-01-25,YouTube,Institucional,Vídeo corto,1,14090.0,17512.0,270,13,26,25.0,3,5
P01123,2025-01-25,YouTube,Resumen,Vídeo largo,1,3426.0,4073.0,87,4,5,6.0,0,1
P01124,2025-01-26,Instagram,Entrenamiento,Vídeo corto,0,23598.0,29263.0,1096,79,115,52.0,41,24
P01125,2025-01-26,Instagram,Fichajes,Carrusel,0,43776.0,66251.0,4242,224,430,77.0,108,50
P01126,2025-01-26,Instagram,Patrocinador,Vídeo corto,0,21112.0,25191.0,558,51,43,6.0,30,10
P01127,2025-01-26,Instagram,Fichajes,Vídeo largo,0,20650.0,25510.0,728,52,79,50.0,31,9
P01128,2025-01-26,X,Entrenamiento,Texto,0,28016.0,39164.0,254,21,15,19.0,11,5
P01129,2025-01-26,TikTok,Cantera,Vídeo corto,0,7004.0,11101.0,363,33,20,38.0,15,7
P01130,2025-01-26,YouTube,Patrocinador,Vídeo largo,0,10136.0,12327.0,158,11,11,14.0,6,1
P01131,2025-01-27,Facebook,Entrenamiento,Imagen,0,14546.0,19632.0,121,8,6,10.0,5,1
P01132,2025-01-27,Facebook,Cantera,Texto,0,25923.0,35956.0,109,10,7,7.0,5,1
P01133,2025-01-27,TikTok,Entrenamiento,Vídeo corto,0,8121.0,9209.0,592,47,30,53.0,22,9
P01134,2025-01-27,YouTube,Entrenamiento,Vídeo corto,0,4747.0,,230,14,22,20.0,6,2
P01135,2025-01-28,Instagram,Entrenamiento,Imagen,0,35483.0,49534.0,1365,77,146,57.0,37,23
P01136,2025-01-28,Instagram,Entrenamiento,Imagen,0,25840.0,31576.0,1065,77,81,60.0,39,21
P01137,2025-01-28,X,Patrocinador,Imagen,0,19116.0,27470.0,91,8,5,8.0,4,1
P01138,2025-01-28,X,Afición,Texto,0,20536.0,26134.0,281,23,29,1.0,11,5
P01139,2025-01-28,Facebook,Efeméride,Imagen,0,33164.0,47835.0,263,20,27,23.0,10,4
P01140,2025-01-28,Facebook,Afición,Texto,0,12171.0,17822.0,68,3,5,7.0,1,0
P01141,2025-01-29,INSTAGRAM,Entrenamiento,Imagen,0,26233.0,42102.0,985,57,49,117.0,29,15
P01142,2025-01-29,Instagram,Institucional,Vídeo corto,0,15539.0,17940.0,483,28,29,42.0,12,6
P01143,2025-01-29,Instagram,Entrenamiento,Imagen,0,22152.0,35589.0,562,43,31,47.0,24,11
P01144,2025-01-29,Instagram,Directo,Imagen,0,25647.0,35720.0,1351,74,100,186.0,45,11
P01145,2025-01-29,X,Patrocinador,Texto,0,24519.0,32665.0,94,6,9,9.0,3,0
P01146,2025-01-29,X,Afición,Vídeo largo,0,34667.0,54473.0,425,34,33,30.0,15,10
P01147,2025-01-29,Facebook,Efeméride,Vídeo corto,0,32394.0,45651.0,448,40,35,24.0,24,7
P01148,2025-01-29,Facebook,Afición,Vídeo corto,0,17765.0,26700.0,289,27,25,27.0,14,6
P01149,2025-01-29,YouTube,Entrenamiento,Vídeo largo,0,5781.0,7081.0,84,6,4,13.0,3,1
P01150,2025-01-29,YouTube,Entrenamiento,Vídeo corto,0,4175.0,,120,9,6,13.0,4,2
P01151,2025-01-30,Instagram,Entrenamiento,Carrusel,0,21473.0,24801.0,921,52,70,122.0,27,13
P01152,2025-01-30,X,Fichajes,Imagen,0,20687.0,34046.0,333,27,33,31.0,18,3
P01153,2025-01-31,Instagram,Fichajes,Imagen,0,13175.0,15120.0,895,63,92,90.0,36,14
P01154,2025-01-31,X,Institucional,Imagen,0,8107.0,10934.0,102,9,8,0.0,4,1
P01155,2025-01-31,X,Institucional,Texto,0,10938.0,13237.0,49,2,3,7.0,1,0
P01156,2025-01-31,TikTok,Afición,Vídeo corto,0,7553.0,9769.0,916,57,75,38.0,28,17
P01157,2025-02-01,Instagram,Afición,Texto,1,34343.0,54791.0,737,59,73,0.0,16,27
P01158,2025-02-01,Instagram,Patrocinador,Carrusel,1,34936.0,53501.0,411,32,25,47.0,10,12
P01159,2025-02-01,Instagram,Directo,Vídeo corto,1,14158.0,18822.0,829,71,86,0.0,16,23
P01160,2025-02-01,X,Efeméride,Vídeo corto,1,15378.0,22048.0,247,12,12,20.0,4,3
P01161,2025-02-01,X,Resumen,Texto,1,18191.0,26778.0,263,16,19,24.0,4,4
P01162,2025-02-01,X,Previa,Imagen,1,16380.0,25155.0,167,16,11,10.0,5,4
P01163,2025-02-01,X,Directo,Imagen,1,22209.0,35740.0,356,23,27,10.0,5,7
P01164,2025-02-01,x,Afición,Vídeo corto,1,33010.0,47878.0,907,69,71,15.0,19,30
P01165,2025-02-01,Facebook,Cantera,Imagen,1,14842.0,21758.0,84,5,7,8.0,2,1
P01166,2025-02-01,Facebook,Afición,Vídeo corto,1,15386.0,19973.0,379,26,37,8.0,10,5
P01167,2025-02-01,Facebook,Resumen,Imagen,1,14266.0,19939.0,233,16,24,0.0,4,4
P01168,2025-02-01,Facebook,Entrenamiento,Vídeo largo,1,35515.0,46353.0,189,8,12,15.0,1,2
P01169,2025-02-01,Facebook,Directo,Imagen,1,15347.0,23033.0,150,14,14,0.0,3,5
P01170,2025-02-01,TikTok,Resumen,Vídeo corto,1,21072.0,32065.0,2097,175,217,66.0,63,56
P01171,2025-02-01,tiktok,Afición,Vídeo corto,1,8966.0,14183.0,564,27,38,51.0,7,11
P01172,2025-02-01,YouTube,Afición,Vídeo corto,1,7584.0,9892.0,263,16,13,31.0,4,7
P01173,2025-02-01,YouTube,Efeméride,Vídeo largo,1,5450.0,6524.0,96,6,6,14.0,2,1
P01174,2025-02-02,X,Entrenamiento,Vídeo corto,0,13708.0,17175.0,172,13,9,15.0,4,3
P01175,2025-02-02,X,Resumen,Imagen,0,25298.0,29370.0,504,31,50,9.0,16,5
P01176,2025-02-02,Facebook,Entrenamiento,Carrusel,0,19161.0,30388.0,232,16,19,15.0,6,5
P01177,2025-02-02,Facebook,Fichajes,Imagen,0,10328.0,13222.0,148,9,11,5.0,5,1
P01178,2025-02-02,Facebook,Entrenamiento,Carrusel,0,7834.0,9110.0,52,2,3,9.0,1,0
P01179,2025-02-03,Instagram,Entrenamiento,Vídeo corto,0,40356.0,65006.0,2493,192,124,108.0,108,51
P01180,2025-02-03,YouTube,Entrenamiento,Vídeo largo,0,2770.0,4165.0,64,5,4,3.0,2,0
P01181,2025-02-03,YouTube,Afición,Vídeo largo,0,5983.0,9010.0,125,11,12,10.0,6,2
P01182,2025-02-04,X,Patrocinador,Texto,0,18532.0,29090.0,87,6,4,6.0,2,1
P01183,2025-02-04,Facebook,Efeméride,Vídeo corto,0,25445.0,29801.0,588,30,29,50.0,18,7
P01184,2025-02-04,Facebook,Efeméride,Texto,0,14749.0,21577.0,90,8,8,7.0,4,1
P01185,2025-02-04,Facebook,Entrenamiento,Carrusel,0,10963.0,12707.0,73,6,7,7.0,3,1
P01186,2025-02-04,TikTok,Fichajes,Vídeo corto,0,6351.0,8548.0,692,66,62,31.0,37,14
P01187,2025-02-04,TikTok,Fichajes,Vídeo corto,0,19535.0,27707.0,3103,177,259,339.0,93,40
P01188,2025-02-05,Instagram,Cantera,Carrusel,0,42540.0,56982.0,1477,78,123,81.0,44,20
P01189,2025-02-05,Instagram,Resumen,Vídeo corto,0,36136.0,,4611,431,367,89.0,254,101
P01190,2025-02-05,Instagram,Institucional,Carrusel,0,34226.0,53000.0,742,52,46,29.0,27,15
P01191,2025-02-05,Instagram,Entrenamiento,Imagen,0,21196.0,29111.0,505,45,44,0.0,25,8
P01192,2025-02-05,X,Fichajes,Texto,0,48412.0,67472.0,848,49,56,43.0,25,8
P01193,2025-02-05,Facebook,Efeméride,Imagen,0,11611.0,18820.0,136,6,9,13.0,3,1
P01194,2025-02-05,Facebook,Entrenamiento,Vídeo corto,0,24223.0,35970.0,251,16,13,17.0,9,2
P01195,2025-02-05,Facebook,Institucional,Vídeo corto,0,21471.0,34341.0,142,9,14,2.0,4,2
P01196,2025-02-05,YouTube,Institucional,Vídeo largo,0,3968.0,6512.0,46,4,4,3.0,2,1
P01197,2025-02-06,X,Efeméride,Vídeo corto,0,29290.0,34950.0,705,53,69,0.0,25,10
P01198,2025-02-06,X,Afición,Vídeo corto,0,9610.0,13920.0,247,13,20,17.0,6,3
P01199,2025-02-06,Facebook,Cantera,Texto,0,14117.0,19995.0,95,5,9,9.0,2,1
P01200,2025-02-06,Facebook,Fichajes,Vídeo corto,0,10072.0,15174.0,199,17,13,4.0,8,3
P01201,2025-02-06,YouTube,Directo,Vídeo largo,0,11598.0,17956.0,415,36,26,28.0,15,12
P01202,2025-02-07,Instagram,Afición,Carrusel,0,30218.0,35138.0,1554,89,152,,50,23
P01203,2025-02-07,X,Resumen,Imagen,0,13162.0,16661.0,167,13,12,9.0,8,2
P01204,2025-02-07,X,Resumen,Vídeo corto,0,30723.0,44157.0,830,43,79,,21,12
P01205,2025-02-07,Facebook,Entrenamiento,Vídeo corto,0,36080.0,56150.0,398,22,40,49.0,11,4
P01206,2025-02-07,TikTok,Resumen,Vídeo corto,0,7494.0,11808.0,664,39,43,32.0,17,13
P01207,2025-02-07,TikTok,Entrenamiento,Vídeo corto,0,8931.0,10734.0,592,28,36,43.0,17,5
P01208,2025-02-08,X,Efeméride,Texto,0,28709.0,44783.0,243,20,23,0.0,11,3
P01209,2025-02-08,X,Afición,Imagen,0,26658.0,35918.0,355,32,31,23.0,17,8
P01210,2025-02-08,Facebook,Entrenamiento,Carrusel,0,19594.0,22027.0,180,10,18,8.0,6,1
P01211,2025-02-09,Instagram,Cantera,Vídeo corto,0,37830.0,51466.0,861,79,73,89.0,46,14
P01212,2025-02-09,Instagram,Resumen,Carrusel,0,23091.0,33215.0,1026,76,75,67.0,38,23
P01213,2025-02-09,Instagram,Entrenamiento,Vídeo largo,0,38384.0,48025.0,1258,69,111,56.0,35,17
P01214,2025-02-09,Instagram,Entrenamiento,Carrusel,0,43664.0,57924.0,1861,97,151,84.0,37,34
P01215,2025-02-09,X,Institucional,Texto,0,29906.0,40354.0,160,12,10,22.0,7,2
P01216,2025-02-09,X,Directo,Vídeo largo,0,33710.0,54501.0,504,25,44,66.0,14,6
P01217,2025-02-09,Facebook,Fichajes,Vídeo corto,0,9875.0,15866.0,532,29,48,11.0,15,6
P01218,2025-02-10,Facebook,Institucional,Vídeo largo,0,15972.0,20353.0,59,4,5,1.0,1,1
P01219,2025-02-10,Facebook,Efeméride,Imagen,0,17415.0,21170.0,117,6,11,8.0,3,1
P01220,2025-02-10,TikTok,Fichajes,Vídeo corto,0,4922.0,6116.0,604,32,38,92.0,16,6
P01221,2025-02-11,Instagram,Afición,Vídeo corto,0,40145.0,51179.0,3808,311,193,411.0,148,76
P01222,2025-02-12,Facebook,Fichajes,Vídeo corto,0,13072.0,18521.0,256,14,15,37.0,7,3
P01223,2025-02-13,Instagram,Afición,Imagen,0,19530.0,32011.0,570,53,65,42.0,26,10
P01224,2025-02-13,instagram,Resumen,Texto,0,15439.0,22272.0,806,40,55,41.0,21,9
P01225,2025-02-13,Instagram,Afición,Vídeo corto,0,33362.0,55031.0,1435,133,143,75.0,73,34
P01226,2025-02-13,X,Afición,Texto,0,15326.0,23845.0,88,5,8,7.0,2,0
P01227,2025-02-13,X,Afición,Imagen,0,11822.0,19278.0,209,14,20,9.0,7,2
P01228,2025-02-13,Facebook,Cantera,Texto,0,13896.0,19293.0,71,4,5,10.0,2,0
P01229,2025-02-13,YouTube,Afición,Vídeo largo,0,12787.0,20642.0,313,23,19,31.0,10,7
P01230,2025-02-13,YouTube,Previa,Vídeo corto,0,4543.0,5693.0,129,6,8,11.0,3,1
P01231,2025-02-14,Instagram,Entrenamiento,Vídeo largo,0,15673.0,19032.0,408,30,24,41.0,19,4
P01232,2025-02-14,Instagram,Directo,Carrusel,0,15403.0,23114.0,503,27,40,44.0,15,5
P01233,2025-02-14,X,Entrenamiento,Texto,0,18409.0,24296.0,212,14,21,0.0,8,2
P01234,2025-02-15,Instagram,Previa,Carrusel,1,10933.0,17813.0,420,22,43,,5,10
P01235,2025-02-15,X,Resumen,Vídeo corto,1,17800.0,20681.0,355,21,21,52.0,3,7
P01236,2025-02-15,X,Previa,Texto,1,11854.0,19345.0,89,8,5,11.0,2,2
P01237,2025-02-15,X,Directo,Carrusel,1,17543.0,28097.0,308,25,32,14.0,5,9
P01238,2025-02-15,Facebook,Previa,Vídeo corto,1,16676.0,27491.0,147,14,15,7.0,3,6
P01239,2025-02-15,Facebook,Resumen,Vídeo corto,1,13812.0,21283.0,149,8,12,9.0,2,1
P01240,2025-02-15,Facebook,Resumen,Vídeo largo,1,24298.0,35189.0,234,20,25,2.0,4,7
P01241,2025-02-15,Facebook,Directo,Imagen,1,23689.0,37854.0,240,19,14,24.0,4,6
P01242,2025-02-15,Facebook,Afición,Vídeo corto,1,16977.0,24177.0,269,21,19,17.0,7,8
P01243,2025-02-15,Facebook,Directo,Imagen,1,11922.0,19359.0,105,9,11,5.0,2,3
P01244,2025-02-15,Facebook,Cantera,Carrusel,1,,,62,5,4,4.0,0,2
P01245,2025-02-15,TikTok,Efeméride,Vídeo corto,1,20544.0,32841.0,699,36,61,42.0,9,14
P01246,2025-02-15,YouTube,Previa,Vídeo corto,1,13844.0,20917.0,277,27,23,19.0,6,9
P01247,2025-02-15,YouTube,Resumen,Vídeo corto,1,5724.0,8295.0,197,16,13,17.0,6,5
P01248,2025-02-16,Instagram,Entrenamiento,Imagen,0,24270.0,36432.0,521,29,36,69.0,15,4
P01249,2025-02-16,instagram,Patrocinador,Imagen,0,33504.0,43300.0,600,32,44,27.0,18,5
P01250,2025-02-16,Instagram,Institucional,Imagen,0,37514.0,47815.0,1123,75,107,20.0,37,22
P01251,2025-02-16,Facebook,Entrenamiento,Vídeo corto,0,21807.0,26956.0,258,13,15,25.0,7,2
P01252,2025-02-16,Facebook,Institucional,Vídeo corto,0,19306.0,23059.0,203,12,18,27.0,6,3
P01253,2025-02-16,YouTube,Resumen,Vídeo largo,0,3251.0,5155.0,149,12,15,13.0,7,1
P01254,2025-02-17,Instagram,Cantera,Imagen,0,26194.0,42379.0,799,53,81,14.0,29,14
P01255,2025-02-17,X,Fichajes,Texto,0,,25015.0,145,13,11,16.0,6,3
P01256,2025-02-17,Facebook,Previa,Imagen,0,27017.0,36109.0,279,26,26,0.0,15,4
P01257,2025-02-17,Facebook,Entrenamiento,Imagen,0,8692.0,12310.0,54,2,4,4.0,1,0
P01258,2025-02-17,TikTok,Afición,Vídeo corto,0,10621.0,14280.0,1526,87,82,193.0,41,17
P01259,2025-02-17,YouTube,Entrenamiento,Vídeo largo,0,5253.0,8192.0,110,6,11,12.0,2,2
P01260,2025-02-18,Instagram,Patrocinador,Imagen,0,29468.0,39475.0,1007,86,79,92.0,55,16
P01261,2025-02-18,Instagram,Fichajes,Imagen,0,37011.0,44971.0,2046,112,118,178.0,67,24
P01262,2025-02-18,Facebook,Afición,Vídeo corto,0,23120.0,29286.0,297,16,25,26.0,7,3
P01263,2025-02-18,YouTube,Cantera,Vídeo largo,0,4739.0,6125.0,45,2,2,4.0,1,0
P01264,2025-02-19,Instagram,Entrenamiento,Texto,0,33667.0,48734.0,652,35,51,80.0,19,8
P01265,2025-02-19,X,Entrenamiento,Texto,0,14969.0,16946.0,101,9,6,9.0,5,2
P01266,2025-02-19,Facebook,Entrenamiento,Carrusel,0,8728.0,11837.0,103,7,7,9.0,3,1
P01267,2025-02-19,Facebook,Cantera,Vídeo corto,0,23523.0,33041.0,309,19,28,26.0,9,3
P01268,2025-02-19,Facebook,Patrocinador,Vídeo corto,0,16923.0,22037.0,103,6,6,18.0,3,0
P01269,2025-02-20,Instagram,Entrenamiento,Vídeo corto,0,29655.0,48041.0,1345,66,71,130.0,32,18
P01270,2025-02-20,X,Entrenamiento,Vídeo corto,0,12809.0,17055.0,254,14,21,18.0,6,3
P01271,2025-02-20,Facebook,Fichajes,Carrusel,0,26969.0,34859.0,341,25,27,6.0,13,6
P01272,2025-02-20,TikTok,Entrenamiento,Vídeo corto,0,12402.0,14553.0,1000,87,52,102.0,51,14
P01273,2025-02-20,YouTube,Entrenamiento,Vídeo corto,0,4497.0,5801.0,154,14,14,5.0,8,3
P01274,2025-02-20,YouTube,Afición,Vídeo largo,0,9911.0,13018.0,308,17,24,13.0,8,2
P01275,2025-02-21,Instagram,Cantera,Carrusel,0,23010.0,27053.0,1162,87,87,29.0,50,19
P01276,2025-02-21,YouTube,Entrenamiento,Vídeo corto,0,6173.0,9567.0,123,8,11,1.0,4,1
P01277,2025-02-21,YouTube,Patrocinador,Vídeo largo,0,2098.0,2456.0,19,1,1,3.0,0,0
P01278,2025-02-22,Instagram,Patrocinador,Vídeo corto,1,24897.0,38068.0,978,97,79,83.0,60,21
P01279,2025-02-22,Instagram,Previa,Vídeo corto,1,67934.0,96454.0,2199,130,143,178.0,78,23
P01280,2025-02-22,Instagram,Directo,Imagen,1,25373.0,36124.0,1439,108,118,9.0,59,25
P01281,2025-02-22,Instagram,Afición,Vídeo corto,1,42222.0,56928.0,-1,188,180,206.0,120,42
P01282,2025-02-22,Facebook,Directo,Texto,1,21884.0,32340.0,252,18,22,22.0,11,3
P01283,2025-02-22,Facebook,Directo,Vídeo largo,1,11867.0,14860.0,106,9,10,0.0,4,2
P01284,2025-02-22,Facebook,Resumen,Carrusel,1,16115.0,22985.0,383,21,39,18.0,14,2
P01285,2025-02-22,Facebook,Patrocinador,Vídeo corto,1,46910.0,61938.0,304,30,22,25.0,22,3
P01286,2025-02-22,Facebook,Afición,Imagen,1,16877.0,24181.0,236,12,12,30.0,7,1
P01287,2025-02-22,TikTok,Fichajes,Vídeo corto,1,16038.0,25021.0,3176,287,283,16.0,168,69
P01288,2025-02-22,TikTok,Fichajes,Vídeo corto,1,14581.0,22175.0,2375,181,200,22.0,114,32
P01289,2025-02-22,YouTube,Resumen,Vídeo largo,1,4184.0,5652.0,134,8,13,7.0,4,1
P01290,2025-02-22,YouTube,Previa,Vídeo corto,1,6530.0,9350.0,284,14,20,36.0,8,1
P01291,2025-02-23,Instagram,Directo,Imagen,0,20087.0,23713.0,788,63,38,28.0,29,18
P01292,2025-02-23,X,Cantera,Vídeo corto,0,20392.0,29967.0,213,11,16,29.0,5,2
P01293,2025-02-23,TikTok,Previa,Vídeo corto,0,16285.0,20012.0,1298,116,72,164.0,74,21
P01294,2025-02-23,YouTube,Entrenamiento,Vídeo largo,0,4679.0,7711.0,49,4,3,4.0,2,0
P01295,2025-02-23,YouTube,Fichajes,Vídeo corto,0,3258.0,5260.0,208,18,10,6.0,10,4
P01296,2025-02-24,Instagram,Fichajes,Vídeo corto,0,19343.0,26906.0,1809,99,191,125.0,54,15
